133,[43 484 709 1471 1524 1577 1637 1667 2195 2237 3504 3543 3830 4759 4930 5638 8207 8576 9275 9736 10204 10422 10439 10716 11351 11674 11754 12028 12197],[3.9916412e-07 5.809294e-05 4.6412897e-06 7.927077e-05 1.6857679e-05 2.8894336e-05 0.0005052685 0.0025277815 0.28530216 9.287264e-05 0.00018890943 0.023939494 0.10907683 0.008313042 0.0012639499 0.000690339 0.03842667 0.0033433018 0.2319134 0.18519732 0.00013565693 0.09192174 0.0005002612 0.010425817 0.004122641 0.0016737095 2.0316718e-05 5.1145486e-07 0.00022979261]
134,[43 1908 3430],[0.00032908787 0.9996313 3.959687e-05]
135,[44 281 506 677 1222 1754 2540 2567 3038 3824 4093 4187 8148 8234 8521 9792 10293 10347 10634 10867 11148 11928 12219],[0.30956396 0.00026009677 0.00056493486 0.001485977 0.0008784032 0.00021709796 0.005587988 0.04262928 0.055160657 0.0054075066 0.013584919 0.112398386 0.18512827 0.03892973 0.16190116 0.036039688 0.0005653275 0.009600349 0.0009915247 0.00018002259 0.006533255 0.009470278 0.0029212052]
136,[44 243 397 543 1248 2869 3057 3197 4475 5179 7420 10380 10994 11686],[0.017475596 0.001122215 0.00049573695 0.0014078085 0.0013542746 0.008730622 0.36842185 0.00039572816 0.0013455983 0.02364541 0.5235919 0.0019785578 0.045631323 0.004403421]
137,[44 904 2371 4361 9188 10926],[0.9968066 2.6696322e-05 0.00070194487 0.0013368526 0.0005966955 0.0005312358]
138,[44 810 1785 1819 2171 2427 2629 2959 2974 3595 6837 8153 10352 10875 11121],[0.0006427913 6.6029514e-08 2.1338772e-05 0.0013137788 0.0005695282 0.00046054373 1.12190555e-05 2.9901135e-05 5.912072e-06 8.907161e-05 0.05387302 0.9425979 0.00019531677 0.00018923583 3.1667003e-07]
139,[45 471 676 920 1339 2972 3646 5064 5548 6148 7173 7649 10598 11442],[0.001987194 5.995374e-08 7.075196e-09 2.9745206e-09 1.8325804e-07 5.607616e-07 0.004582752 0.065202184 0.00033128745 0.00022773049 0.9273779 0.0002895626 5.224725e-07 3.7206462e-08]
140,[45 471 1339 1724 1974 2802 2972 3343 4043 4450 4802 5064 5548 5683 5707 7385 8657 8908 9155 9213 9253 9950 10971 11212 11268 11809 12126],[0.12456715 2.3487162e-07 1.0046633e-05 6.69712e-05 0.0028236336 0.010145034 0.010011709 0.00016132634 0.09729517 0.0015471417 0.002794057 0.24953033 0.0019227798 0.096287966 0.23503771 0.0030080893 0.11674246 0.00033571903 0.009963172 0.022979032 0.00086041907 0.00941621 0.003120947 0.0009863912 1.0880144e-06 0.0003493219 3.588719e-05]
141,[46],[1.0]
142,[46 6123],[0.001376882 0.99862313]
143,[47],[1.0]
144,[48 10210],[0.99605966 0.003940422]
145,[49],[1.0]
146,[50 207 533 2767 3195 3263 3962 4129 5119 6910 8572 9042 11913 12044 12182],[0.08186483 2.21014e-06 3.8745203e-08 0.002321486 2.6265032e-05 4.5672518e-08 0.00011824164 0.011673403 0.8871097 0.014421769 0.00082822307 0.0016277968 5.702886e-07 3.3364242e-07 5.1399993e-06]
147,[50 499 9802 12044],[0.9436247 0.0014006667 0.04796425 0.0070104804]
148,[50 1480 3075 4944 4947 5119 9020 11529],[0.014244343 1.9790006e-05 0.0069290223 0.7559247 0.0033319052 0.11641816 0.10192344 0.001208651]
149,[50 78 132 197 1264 1346 1481 1749 2058 2668 2773 3495 3517 5501 5561 5648 6296 6336 7432 7859 8604 9310 9935 10279 11047 11295 11989 12071 12087],[3.9547776e-06 0.0006766372 2.2972184e-08 5.575654e-07 3.4837405e-10 1.6597972e-06 3.0735592e-07 0.00018117363 1.7352143e-06 1.2751589e-05 1.0726769e-05 0.0010258647 0.00046304674 3.7405391e-06 1.33700905e-05 8.084957e-05 0.0019974948 0.00010283943 3.9789857e-06 4.0256195e-06 0.99525046 4.1246094e-05 3.0394815e-05 2.9136268e-06 8.188135e-05 4.392959e-06 2.389523e-07 5.468708e-07 3.0920917e-06]
150,[50 1501 2085 5693 5843 6249],[0.997879 3.1801257e-08 0.00033410813 2.027103e-05 8.762896e-05 0.0016788873]
151,[51],[1.0]
152,[51 1558 4955 5715 6551 9134 10305],[0.07412152 1.8175573e-06 0.15025283 2.2978958e-05 0.09275742 0.68266267 0.00018073765]
153,[52 608],[0.32122526 0.6787748]
154,[52 2458 6302],[1.960077e-05 0.0035491155 0.99643123]
155,[53 3823 8195],[0.041389097 0.7552319 0.20337902]
156,[53 8662],[0.3007984 0.69920164]
157,[54],[1.0]
158,[55 3061 8890],[0.6979909 0.00871194 0.2932972]
159,[55 7799 10075 11455],[0.0002440252 0.05678482 0.9429532 1.7867971e-05]
160,[55 122 770 865 1512 2142 2242 2324 3696 4153 4950 5978 6701 8373 9020 9644 11508 12355],[0.10800645 0.0027955314 0.000103747196 1.12792195e-05 9.920901e-05 0.0017046339 0.09083608 0.033874705 0.0016394478 0.0017263149 0.5355714 0.06951585 0.030795546 0.00015133282 0.07623261 0.04334145 0.0034912634 0.00010315751]
161,[55 687 751 787 865 1594 1732 2911 4188 5916 9730 10499 11161 11569],[0.016620403 1.2965455e-05 9.33649e-05 2.5116147e-05 9.589411e-06 4.3624033e-05 0.011027072 0.0028861775 0.010203917 0.099589564 0.017088104 0.00017995576 0.5033413 0.33887878]
162,[56 2155 9823 10160],[0.03793674 0.17515175 0.7867365 0.00017499678]
163,[57 295 318 516 660 695 711 765 875 1209 1573 2899 3316 4117 5545 6680 6894 7515 10380 10856 11076 11927 12065 12068],[3.1747203e-07 1.3591416e-06 1.6597384e-07 3.8880184e-08 1.925199e-06 1.0981254e-07 1.0274957e-06 2.7415933e-06 1.0603909e-06 5.7582946e-07 2.0802284e-07 4.6935147e-06 2.855708e-05 0.000835257 3.0322892e-06 4.9332492e-08 0.9989222 2.505631e-05 3.1187304e-07 9.961409e-06 0.00016070997 3.530656e-07 1.8898815e-07 1.8505188e-08]
164,[57 549 4621 5234 9174 11101],[0.00038144708 0.0006078093 0.96819645 0.013191244 0.012780424 0.0048426143]
165,[57 886 2309 3290 6021 6347 9948],[4.1821263e-06 4.940442e-07 1.4375793e-05 0.00013864087 0.6053509 0.39449057 8.092358e-07]
166,[57 193 289 584 1516 1564 3658 5668 8203 8604 8709 10119],[2.7252881e-06 3.0471465e-06 3.5598264e-06 1.6032606e-06 3.1866405e-06 3.9279084e-06 7.6212054e-06 0.0002874525 0.8775373 0.0016031116 0.12054607 4.860027e-07]
167,[57 174 2159 2665 5905 5981 7221 8716 10122 11484],[3.423799e-05 0.0015793192 0.031766362 0.0075924997 0.6661858 0.0564428 0.14597347 0.07944899 0.0008976062 0.010078944]
168,[58 11637 11945],[0.49955437 0.44160008 0.058845583]
169,[58 11637 11945],[0.09937019 0.004184196 0.8964456]
170,[58 7038 8773 11945],[5.3937983e-05 0.741414 0.25852102 1.100881e-05]
171,[58 162 963 1159 1346 2029 2067 2429 3133 4322 5271 5388 6302 6303 7253 9544 10282 10352 10852 11057 11820 11945],[3.691249e-07 0.00040208903 4.2438655e-06 1.1990619e-06 1.015246e-06 0.008885029 0.0011140736 0.0001396054 0.0011562733 0.01789025 0.102226324 0.0046963445 0.7263966 0.0867222 0.0058404044 0.04425062 2.1570356e-06 3.6529484e-05 1.506505e-05 1.9032306e-06 0.00014812555 6.9598595e-05]
172,[59],[1.0]
173,[59 1998 3667 5886 8439 11025 11247 11931],[1.6691105e-05 3.0560755e-06 6.675875e-05 0.0013906788 0.99832636 0.00018396068 1.2113543e-05 3.3525282e-07]
174,[59 3010 5270 7941],[0.2843243 0.14253011 0.026099574 0.54704607]
175,[59 555 2753 4909 5010 5344 6711 6913 9362 11975],[1.3388625e-06 1.0104697e-07 0.000832598 0.00015336307 0.0008393635 0.00019569862 0.5170846 0.4637044 0.017187925 5.6285995e-07]
176,[60],[1.0]
177,[60 1886 11476],[0.35407007 0.30315697 0.34277302]
178,[60 12217],[0.99997115 2.8791144e-05]
179,[60 8849],[0.7755369 0.22446309]
180,[61],[1.0]
181,[61 5481],[0.98559314 0.014406852]
182,[61 5481],[0.99182034 0.008179647]
183,[62],[1.0]
184,[63 666 3433 3573 4951 8412 9441 11528 11817 12258],[2.1943377e-05 0.026156742 0.1564915 0.118164286 0.016724141 0.10640599 0.54903436 0.00316421 0.00016877613 0.023668086]
185,[63 1502 2093 2242 2379 2436 4214 9902 10560 11202 11248 11431],[2.326586e-06 1.2265999e-06 0.015357043 3.5581965e-05 2.0978637e-06 0.00028008665 0.00013475653 0.98397994 1.0530534e-05 0.0001949516 1.3602303e-06 6.358461e-08]
186,[63 1162 1269 1389 1754 2049 3198 3573 5807 6212 7128 8784 10295 10487 10588 11280 12103 12196],[0.0006346403 8.96216e-08 2.80444e-05 1.0119909e-05 4.90267e-06 0.0010331373 3.175234e-06 0.040481012 1.727482e-05 0.8610115 0.061739303 0.034603756 1.1652532e-07 3.0692987e-05 5.9266586e-07 0.00027360066 8.878084e-05 3.924057e-05]
187,[63 171 324 468 678 993 1027 1029 1078 1107 1108 1193 1196 1210 2311 2365 2988 4380 6701 9260 9269 9591 9958 10823],[0.040297933 1.1727729e-05 2.4898382e-05 4.114991e-06 2.4330053e-05 2.7827084e-05 0.00036539347 0.00014637724 0.0004026929 0.00010517868 0.00012790355 2.4135676e-05 2.4633688e-05 7.40489e-05 1.980578e-06 0.00045149104 1.47389355e-05 0.000106838066 0.93435705 0.000315765 0.00085743825 0.0006533789 0.021574639 5.4713005e-06]
188,[64 1595 1998 11931],[0.9888671 1.26678815e-05 0.011118227 2.0373918e-06]
189,[64 189 1323 4739],[0.9997174 4.05022e-07 0.0002777202 4.4784438e-06]
190,[66 701 741 859 1301 1416 1575 2661 3058 3263 3401 4999 5190 5276 5575 5655 6093 6867 7191 7212 9222 9279 9375 10215 10337 10801 11007],[1.4987327e-08 5.125807e-07 6.8781716e-08 1.048778e-07 5.7732844e-08 3.1543664e-07 1.0363538e-07 3.6996587e-06 0.9431104 1.0902572e-05 0.0003006531 3.3892025e-05 4.524383e-06 4.196449e-05 0.0017732572 1.4527109e-05 7.1819686e-06 0.043528248 0.00353115 0.0009918421 1.2435831e-05 0.0048839203 7.3462667e-07 0.0016967262 2.9334528e-06 9.868618e-06 3.9928855e-05]
191,[66 112 146 383 942 960 968 1190 1239 1302 1478 1489 3847 4552 4846 4929 5500 5742 5846 7259 7623 7845 8342 8783 9730 11051 12238],[3.3333497e-06 6.9207235e-05 0.00020411037 7.1244605e-05 1.4442823e-05 3.646621e-05 1.2979149e-05 2.7233004e-06 1.5294903e-06 0.000796629 0.006918692 0.0019981454 0.33383384 0.0026892296 0.00014085368 0.019147607 0.13325316 0.009276316 0.4528635 0.00055556017 0.0058521056 0.027583126 1.8725103e-05 0.003387703 0.00049627805 0.0004160025 0.0003565381]
192,[66 1722 2754 6574 6613 6843 11172],[0.00034709476 3.6761728e-06 3.712417e-05 0.40454203 0.033849735 0.5590165 0.002203717]
193,[66 240 3495 3962 4947 5309 5613 5617 5789 6077 6642 7212 7604 9348 9742 10498 11326],[2.4961386e-08 4.2670067e-07 0.07864655 5.2436455e-05 0.026194464 5.9242095e-05 0.0006264637 0.0002732105 0.24245645 0.59977996 0.01420195 0.032716468 0.003295298 0.0016826562 8.561477e-06 1.1254354e-07 5.8220676e-06]
194,[67],[1.0]
195,[68 5318],[0.0053539104 0.9946461]
196,[69 575 1214 1722 2499 6931 7207 7419 9651 10182 12253],[0.24824771 0.011567088 0.007659027 0.0008619198 0.00020956578 0.0542661 0.37407416 0.17337422 0.0046077333 0.0056975367 0.119434945]
197,[69 972 3391 5693 7191 8447 10282 10648],[0.0011167594 0.00026751892 0.029578554 0.25916445 0.52615196 0.10241275 0.07915426 0.0021537147]
198,[69 9487 11885],[0.89738667 0.09376641 0.008847007]
199,[70 257 1019 1224 1414 2641 2683 2798 3028 3405 3434 4075 5099 5474 5716 5798 6217 7514 8326 9126 10329 10605 10658 10816 11075 11695 11701 11823],[0.4440185 7.81897e-07 4.814923e-07 1.1592106e-07 2.4521238e-05 6.858354e-05 2.6734792e-06 2.1661286e-05 0.00013045213 1.562515e-05 2.599177e-06 6.7186907e-06 0.5328725 0.000420686 0.0014899985 0.0008129303 0.000512467 3.6697045e-08 0.01923361 0.00014239084 1.980167e-06 2.0363232e-06 4.6702207e-05 4.2935553e-05 4.4234136e-07 1.163092e-05 2.0741576e-05 9.6243784e-05]
200,[70 394 2635 2777 5167 5716 5894 6217 6383 6528 7050 7066 7403 7631 8022 8473 8939 9088 9540 9888 10518 11374 11893 12284],[4.74099e-06 2.0388601e-08 0.000641943 0.005229255 4.189311e-06 0.00020904976 0.0018793623 0.00016625751 0.00016446902 0.0027472142 0.00013157596 0.024935799 0.0011683133 3.7550606e-05 0.0018091913 0.00028405074 0.00046649665 0.9579617 0.0019445454 0.00018200322 1.1371872e-05 1.14622196e-07 1.3390064e-07 2.0645184e-05]
201,[70 2149 2359 3677 4132 4679 6162 6983 7098 7774 8201],[0.07364515 6.3158376e-07 7.181556e-06 5.40781e-05 0.0017421492 0.1280621 0.011068057 0.7620318 0.018532733 0.00060476124 0.004251364]
202,[70 2359 4352 8473 10694 11992],[0.0018583727 0.0047963085 0.002319299 0.9642518 0.024229487 0.0025447605]
203,[70 2945 3785 4382 4778 5658 5718 6669 6820 8251 8881 10459],[0.91048986 0.00024511214 9.798867e-08 3.906851e-05 4.9353606e-05 1.3882773e-07 0.0001442008 0.00039081348 0.00569229 0.0055740788 0.077202186 0.00017273973]
204,[71 660 787 830 1196 1210 1469 1519 2574 3121 3814 4767 6018 8063 8079 8657 10169 10248 10313 10677 10718 10929 10973 11060 11379 12244],[8.474368e-06 7.0170076e-06 1.3836646e-05 5.967486e-06 8.292665e-07 1.206391e-07 0.00061333325 0.00054897077 2.123716e-06 7.019039e-05 0.0005393013 1.1950506e-06 0.9171909 0.023875374 7.34508e-05 0.00019275621 5.5227843e-05 0.0016951397 0.0150915515 0.00022920314 1.5852866e-06 3.2646294e-05 0.036342777 2.4307958e-05 0.003382309 1.31431e-06]
205,[71 4595 11722],[0.005611564 0.9778485 0.016539864]
206,[71 298 687 859 1009 1071 1076 1155 1181 1216 2018 2074 2748 5655 6014 6302 6403 7172 7596 7609 8152 8336 9701 10482 11071 11507 11524 11849 12202 12274],[0.442432 0.00050297094 7.464733e-05 3.5647605e-05 7.826104e-06 4.2886613e-06 5.889755e-06 6.9682055e-06 2.7988797e-05 1.5094957e-06 0.0012349272 0.0002970883 0.00010742687 0.2076645 0.0070321034 0.0004099023 0.0010814999 0.0012080154 0.0004595252 0.1405131 0.00043155553 0.00038077886 0.18977818 0.00027222722 0.005765637 0.000193996 1.5789588e-07 8.3257873e-07 1.2073232e-05 5.6706216e-05]
207,[71 762 992 1245 1291 1995 2577 2967 3886 4168 4363 4522 4596 4992 9654 10792 11072 12170],[4.094559e-05 1.3669919e-06 1.7087683e-07 2.9219755e-06 6.322706e-05 5.6577755e-07 8.338461e-07 0.0024758796 0.0010909721 3.5993242e-05 1.08519125e-05 0.99588215 2.5688936e-05 2.5750036e-05 0.0001670689 0.00016617904 5.601497e-06 3.7778282e-06]
208,[72 341 384 399 551 664 773 803 911 933 1329 1345 1655 3861 3941 4653 4657 5108 5353 6186 7402 8066 8539 9206 9688 10620 10755 10947 11105 11261 11530 11661 11720 11843 11880 11890 12248],[0.0014468789 5.965416e-07 9.008313e-06 1.5471475e-06 1.3904787e-06 3.7111323e-07 1.2324482e-06 1.1684364e-06 5.954864e-06 1.48668505e-05 2.5370626e-05 1.33890435e-05 2.6567948e-06 0.006507495 2.127337e-05 9.092587e-06 0.0007400997 0.0009713075 4.649592e-06 0.030236756 0.9121567 0.015105112 1.5660387e-06 9.116608e-05 0.02337875 0.0067168153 0.0001858687 0.0010219952 2.722228e-06 4.09321e-06 0.0004738499 0.0007404156 7.137548e-06 6.488058e-05 1.8312718e-05 3.0863714e-06 1.25095e-05]
209,[72 250 502 589 1051 1375 2057 2815 2928 3344 3532 3583 4157 4287 4657 6088 8066 8552 9555 10422 10861 11073 11772],[8.861629e-07 1.5467135e-06 2.6766386e-08 6.4783094e-08 1.9316058e-08 1.374113e-07 1.3846555e-05 1.0561944e-06 0.0008127846 7.03341e-05 0.93396765 1.1353573e-06 0.0032969913 0.0001549201 8.444194e-06 0.00129584 0.059239715 0.0010989814 1.3126794e-05 5.0179274e-06 7.31195e-07 1.4304633e-05 2.443074e-06]
210,[72 1106 4373],[0.9770323 0.00044825295 0.022519406]
211,[72 664 9399],[0.031417422 1.205522e-05 0.96857053]
212,[73 220 418 448 478 510 694 699 869 988 1177 1693 1813 1928 1950 2352 2528 2730 3382 3819 5192 5742 5846 6145 8740 9708 10805 10909 10987],[0.00070769613 6.748647e-06 5.7231614e-06 1.5219323e-05 6.1081824e-05 3.5551697e-05 2.3774706e-05 2.0348143e-06 1.3379396e-05 1.0862672e-05 5.065672e-07 1.9201698e-06 0.0030011544 0.0027433373 0.010111201 0.003112579 0.45457622 0.00059676316 0.012884996 0.00014703594 0.0007429582 7.25615e-05 0.49607915 1.9160294e-05 0.001816496 2.6585556e-05 0.0012158431 0.004666162 0.007303287]
213,[73 357 2452 3953 5350 10783],[0.00020718342 0.00052358524 9.3867755e-05 0.3982046 0.60091126 5.9557562e-05]
214,[73 263 419 767 804 1162 1245 3005 3292 8118 9076 11596 11718],[4.422588e-05 1.08058075e-05 8.473285e-05 0.00013387935 1.4950703e-05 2.1876993e-05 0.00019120317 0.0009421605 1.1130782e-05 0.87323 0.12529843 8.668356e-06 7.87203e-06]
215,[73 221 237 297 845 851 1170 1260 1807 2699 4050 6881 7190 8230 10116 10963 11361 11545],[9.5490854e-05 4.5222396e-08 1.9133068e-08 1.179546e-06 1.6616125e-08 5.2752354e-09 1.183778e-09 2.14854e-06 2.2244017e-06 2.514074e-06 5.3455715e-08 0.18455324 0.81414497 0.0011583697 3.311499e-06 4.1104542e-07 3.3227374e-05 2.7489289e-06]
216,[74 237 972 1047 1104 1501 1909 2142 2265 2754 3334 4535 4569 8454 10539 11184 11534 11826 12040],[0.000690168 2.301586e-06 1.175747e-06 6.3741963e-06 3.003326e-06 2.1018125e-06 0.0006687099 7.74247e-06 0.0057702283 0.0023085813 0.00012214613 0.00010387357 0.013034257 0.97648436 0.00031722322 4.2128275e-05 7.982269e-05 0.000105431485 0.0002503471]
217,[74 2896 3419 7461 8897],[0.057102017 0.011162107 0.07241829 0.71292216 0.14639544]
218,[74 1909 2896 3170 7461 8088 8422],[5.449404e-06 0.021309609 0.17470337 2.7664526e-06 0.027451783 0.0009404966 0.7755865]
219,[74 693],[0.9999498 5.0150273e-05]
220,[75 8501],[6.7802603e-06 0.9999932]
221,[77 497 966 1031 2861 2908 4596 5130 6484 7192],[2.6815622e-05 5.7987236e-05 0.0007420207 0.0027650397 0.99038726 0.001853639 0.0023324585 0.0010331104 0.0006408788 0.00016073101]
222,[77 1124 1763 2625 2716 3008 3056 3087 3204 3871 4216 4994 6738 7316 7544 8673 10435 11256],[0.027432537 3.787251e-08 0.006307071 0.013570958 0.00065261655 0.0031249283 0.032178577 0.027792549 0.0009025097 0.011680925 3.385722e-05 0.00084431947 0.00043453302 0.011561938 0.77946097 0.083331585 0.00016575711 0.0005243166]
223,[77 7351],[0.52380496 0.47619507]
224,[77 1920 7433 8780 11076],[0.022414064 0.56897074 0.038623326 0.2693404 0.10065151]
225,[77 182 1299 1669 2910 3614 3898 5800 6588 8072 8554 8640 9031 9048 9662 12300],[5.561358e-05 1.4270848e-05 6.227983e-06 3.7235703e-05 3.3389682e-05 3.7503364e-06 0.0012667906 0.31702963 0.3875407 2.6267939e-05 0.0016103784 0.23814562 1.9709478e-05 5.8056525e-05 0.054141685 1.0744458e-05]
226,[78 176 423 1619 1846 3860 4913 5966 7203 7228 8563 8864 9448 11349 11775],[0.018278072 1.0746322e-06 5.0397584e-06 3.560801e-07 0.00030003345 6.888576e-05 8.088888e-06 0.033656053 0.00038582325 0.82414967 0.0006837273 0.12206917 0.0003690204 2.4992014e-05 5.1119173e-08]
227,[78 187 259 367 537 824 1539 1680 2647 4873 8723 9738 10883 11443 11575 11697 11729 11855 11925 11957],[0.9139674 7.171916e-07 9.1519956e-07 1.8019081e-07 2.0343617e-07 9.1943505e-08 4.80666e-07 3.6057705e-07 1.6041427e-05 0.081290446 0.0031347296 5.0539427e-05 1.186145e-09 6.0270836e-06 0.00011863335 3.387833e-06 6.52274e-07 0.0012231267 0.00015562266 3.058547e-05]
228,[79],[1.0]
229,[80 5275 8819],[0.029767267 0.8353897 0.13484302]
230,[81 245 510 999 1674 2271 2615 3720 4580 6563 9390],[0.0076050023 0.0010570888 3.4818037e-05 0.00031939388 0.0005095654 0.008364307 0.0011001129 0.39696294 0.00057677453 0.0019978555 0.5814721]
231,[82],[1.0]
232,[82 6609 9585],[0.015738653 0.4796838 0.5045775]
233,[82 10724],[0.8875803 0.11241975]
234,[82 6851 9222 12151],[0.11828551 0.8677258 0.011846839 0.0021418165]
235,[83],[1.0]
236,[85 1814 7144 7393],[1.2439217e-06 4.406804e-07 0.00072005886 0.99927825]
237,[85 5502 7144],[1.4291118e-05 0.0003814963 0.9996043]
238,[85 92 5468 5502 6869 7342 10713 10808],[1.2574157e-05 0.6751062 0.00024719792 0.00435301 0.1563129 0.15979747 0.004159901 1.0599413e-05]
239,[85 6790],[2.259029e-06 0.99999774]
240,[86 1129 1853 12021],[0.8743091 0.0016288316 0.07661448 0.047447532]
241,[86 2972 8647 8720],[0.0006078701 0.0012499195 0.9899983 0.008143838]
242,[87 2317 3717 3749],[0.9624357 0.00031498054 0.0031319594 0.034117367]
243,[88 636 1664 2267 3228 10983 12241],[0.9024529 0.00051343156 0.0002562035 0.00020002952 0.09289831 0.00088292605 0.0027963123]
244,[88 9804],[0.9529637 0.04703624]
245,[88 8434 9591],[0.9831866 0.015075361 0.0017380202]
246,[89 421 1346 1523 3646 3776 6316 9968 10550 11192 11304 11915 11947 12258],[1.6270268e-06 1.2554184e-05 3.981643e-06 0.00030816856 0.0014590633 5.7420916e-06 0.9972753 3.1265693e-06 6.0805556e-05 2.6305375e-05 0.00078912894 1.6788966e-06 2.9940732e-06 4.9610728e-05]
247,[89 171 317 375 380 435 569 787 914 1467 1634 2100 2140 4809 5786 6240 6490 6546 7674 8868 9653 10119 11722 11879 12065 12285 12300],[5.5182767e-07 5.1678367e-06 9.265413e-05 1.110958e-08 3.4697248e-07 1.9725094e-07 1.0677979e-06 6.7233477e-06 6.1529363e-07 9.636544e-07 1.1096143e-06 3.6342124e-05 2.1123567e-05 6.555588e-06 0.014563285 0.00015020372 0.00085863785 0.83944345 0.0015009232 0.0069829444 0.13489553 2.0779612e-06 0.0013032483 4.2551223e-05 2.6015666e-06 7.610582e-05 5.071179e-06]
248,[89 377 717 849 993 1593 1720 3220 3989 5145 6504 7795 9489 11876 11926 12285],[4.386853e-06 0.0066983066 0.00023058974 0.00083461683 3.6769397e-05 0.0023721098 0.00020742729 0.0032950637 0.018075006 0.113678776 0.262464 0.004238441 0.5367404 8.840326e-05 0.00019598313 0.050839677]
249,[89 2303 3296 3663 4569 11297 11563 11599 11800 12285 12362],[4.0192364e-05 0.6178793 0.11974076 0.032002173 0.21048331 0.0025349515 0.002272459 0.01184905 0.0009564348 0.00013357816 0.0021077378]
250,[89 946 1091 1753 6423 7247 7622 8630],[0.00033075252 0.0013501428 0.00012515052 0.6936614 0.20898393 0.0010066109 0.009769332 0.08477269]
251,[90 100 861 4422 6838],[1.6726002e-08 0.99995816 6.232765e-09 4.0327584e-05 1.5548106e-06]
252,[90 772 962 2128 2452 3463 8133 8153 8457 9654 11737],[0.00023794614 7.4779484e-07 2.688413e-07 0.0002987197 6.0504644e-05 0.026982678 0.3720981 0.150496 0.44349858 0.006266876 5.959593e-05]
253,[90 144 735 761 904 2606 7203 8564],[0.0009060829 4.2448886e-05 8.159347e-06 1.6814417e-06 2.6437558e-06 0.0016164933 0.9968059 0.00061659166]
254,[90 672],[0.7594822 0.24051775]
255,[90 3349],[0.1861704 0.8138296]
256,[91 2153 2287 11872],[0.5687962 0.4288719 0.0018994774 0.00043243327]
257,[92 11684],[0.009334829 0.9906652]
258,[92 5567 6013 6166 8843 9633 9899 10431],[0.00015297516 0.08279663 0.0036281205 0.00020709225 0.0641538 0.018254317 0.8305813 0.00022576569]
259,[92 4292 9925],[0.035119638 0.0045897276 0.9602906]
260,[92 1814 4390 5368 6166 8809],[0.0017747723 0.0069887275 0.008104794 0.18341753 0.758087 0.04162712]
261,[93],[1.0]
262,[93 172 343 424 1138 1365 2760 6022 6952 7159 8782 9751 10867],[2.3115825e-07 2.1590996e-07 5.8207974e-07 7.5309254e-07 3.5702296e-08 1.2334719e-07 1.7987728e-05 0.00031474826 0.18088828 0.81424 0.00010762676 0.004428288 1.2149065e-06]
263,[93 852 2164 4607],[0.054157224 0.00037871528 0.8564094 0.08905461]
264,[95],[1.0]
265,[95 271 562 693 932 1810 2754 6487 6843 8705],[0.0050715227 2.3676672e-05 3.382018e-05 2.1166074e-06 2.2280261e-05 0.0023666786 0.92234004 0.018255766 0.043466434 0.008417553]
266,[95 12094],[0.16046545 0.8395345]
267,[96],[1.0]
268,[96 2010],[0.00796618 0.9920338]
269,[96 10176 10402 12200],[0.00030538475 0.06314356 0.9362065 0.00034453248]
270,[97 432 2466 5922 6099 10519 12138],[0.19370976 0.0044911993 0.00032099217 0.788427 0.005340078 0.0017476134 0.0059633353]
271,[98 7851 8019],[0.7243225 0.2202607 0.055416718]
272,[98 11224],[0.9933755 0.0066245208]
273,[99 1937 3709 4232 4822 6797 8047 8381 8532 8759 9409 10420 11125 11219],[0.0034718728 6.421666e-06 0.11478272 0.0036112508 0.0014543954 0.00071155163 0.56059325 0.0010038798 0.124335036 0.18981425 7.2577626e-07 0.00017058551 4.9438518e-06 3.9120263e-05]
274,[100 2987 10653 10711],[0.8837308 0.05769288 0.04983579 0.008740424]
275,[101],[1.0]
276,[102 811 1150 1821 3174 3935 5082 10405 10667 10935 11227 11248 11738 11973 12083],[7.9708145e-05 2.5798274e-05 7.4908365e-07 0.19129936 0.5275562 0.24519444 0.0021771013 0.012257552 0.019771446 0.0013505184 3.7907935e-06 0.00011175704 0.00010811234 1.6241049e-05 4.7213085e-05]
